
======================================================================
 TRAINING DQN AGENT
======================================================================
Device: cpu
Episodes: 3000
Batch size: 512
Learning rate: 0.001
Gamma: 0.99
======================================================================
Ep   10/3000 | Score:      0 | Pieces:  17 | Lines:   0 | Loss: 0.0000 | ε: 0.996
Ep  260/3000 | Score:      0 | Pieces:  15 | Lines:   0 | Loss: 1268.7787 | ε: 0.871
Ep  270/3000 | Score:      0 | Pieces:  24 | Lines:   0 | Loss: 1441.0927 | ε: 0.866
Ep  280/3000 | Score:      0 | Pieces:  24 | Lines:   0 | Loss: 1576.6510 | ε: 0.861
Ep  290/3000 | Score:      0 | Pieces:  14 | Lines:   0 | Loss: 1741.7622 | ε: 0.856
Ep  300/3000 | Score:      0 | Pieces:  18 | Lines:   0 | Loss: 1764.1045 | ε: 0.851
Ep  310/3000 | Score:      0 | Pieces:  18 | Lines:   0 | Loss: 2016.5904 | ε: 0.846
Ep  320/3000 | Score:      0 | Pieces:  19 | Lines:   0 | Loss: 2044.6000 | ε: 0.841
Ep  330/3000 | Score:      0 | Pieces:  22 | Lines:   0 | Loss: 2006.0308 | ε: 0.836
Ep  340/3000 | Score:      0 | Pieces:  19 | Lines:   0 | Loss: 2176.3621 | ε: 0.831
Ep  350/3000 | Score:      0 | Pieces:  15 | Lines:   0 | Loss: 2070.9947 | ε: 0.826
Ep  360/3000 | Score:      0 | Pieces:  21 | Lines:   0 | Loss: 2068.1630 | ε: 0.821
Ep  370/3000 | Score:      0 | Pieces:  16 | Lines:   0 | Loss: 2273.0095 | ε: 0.816
Ep  380/3000 | Score:      0 | Pieces:  23 | Lines:   0 | Loss: 2176.8573 | ε: 0.811
Ep  390/3000 | Score:      0 | Pieces:  21 | Lines:   0 | Loss: 2155.0955 | ε: 0.806
Ep  400/3000 | Score:      0 | Pieces:  19 | Lines:   0 | Loss: 2289.7158 | ε: 0.801
Ep  410/3000 | Score:     11 | Pieces:  23 | Lines:   1 | Loss: 2421.3390 | ε: 0.796
Ep  420/3000 | Score:      0 | Pieces:  20 | Lines:   0 | Loss: 2545.5175 | ε: 0.791
Ep  430/3000 | Score:      0 | Pieces:  17 | Lines:   0 | Loss: 2384.1070 | ε: 0.786
Ep  440/3000 | Score:      0 | Pieces:  20 | Lines:   0 | Loss: 2440.3911 | ε: 0.781
Ep  450/3000 | Score:      0 | Pieces:  18 | Lines:   0 | Loss: 2368.8328 | ε: 0.776
Ep  460/3000 | Score:      0 | Pieces:  15 | Lines:   0 | Loss: 2662.0541 | ε: 0.771
Ep  470/3000 | Score:      0 | Pieces:  14 | Lines:   0 | Loss: 2453.7587 | ε: 0.766
Ep  480/3000 | Score:      0 | Pieces:  16 | Lines:   0 | Loss: 2470.5076 | ε: 0.761
Ep  490/3000 | Score:      0 | Pieces:  15 | Lines:   0 | Loss: 2537.8224 | ε: 0.756
Ep  500/3000 | Score:      0 | Pieces:  16 | Lines:   0 | Loss: 2646.0654 | ε: 0.751
Ep  510/3000 | Score:      0 | Pieces:  17 | Lines:   0 | Loss: 2404.5890 | ε: 0.746
Ep  520/3000 | Score:      0 | Pieces:  18 | Lines:   0 | Loss: 2405.8129 | ε: 0.741
Ep  530/3000 | Score:      0 | Pieces:  15 | Lines:   0 | Loss: 2710.2649 | ε: 0.736
Ep  540/3000 | Score:      0 | Pieces:  18 | Lines:   0 | Loss: 2417.3073 | ε: 0.731
Ep  550/3000 | Score:      0 | Pieces:  18 | Lines:   0 | Loss: 2513.9606 | ε: 0.726
Ep  560/3000 | Score:      0 | Pieces:  22 | Lines:   0 | Loss: 2518.8724 | ε: 0.721
Ep  570/3000 | Score:      0 | Pieces:  17 | Lines:   0 | Loss: 2559.8727 | ε: 0.716
Ep  580/3000 | Score:      0 | Pieces:  17 | Lines:   0 | Loss: 2480.9889 | ε: 0.711
Ep  590/3000 | Score:      0 | Pieces:  21 | Lines:   0 | Loss: 2263.4404 | ε: 0.706
Ep  600/3000 | Score:      0 | Pieces:  22 | Lines:   0 | Loss: 2248.3630 | ε: 0.701
Ep  610/3000 | Score:      0 | Pieces:  24 | Lines:   0 | Loss: 2244.6737 | ε: 0.696
Ep  620/3000 | Score:      0 | Pieces:  14 | Lines:   0 | Loss: 2348.1493 | ε: 0.691
Ep  630/3000 | Score:      0 | Pieces:  12 | Lines:   0 | Loss: 2380.9017 | ε: 0.686
Ep  640/3000 | Score:      0 | Pieces:  18 | Lines:   0 | Loss: 2501.1012 | ε: 0.681
Ep  650/3000 | Score:      0 | Pieces:  20 | Lines:   0 | Loss: 2452.5998 | ε: 0.676
Ep  660/3000 | Score:      0 | Pieces:  14 | Lines:   0 | Loss: 2399.7625 | ε: 0.671
Ep  670/3000 | Score:      0 | Pieces:  18 | Lines:   0 | Loss: 2392.4029 | ε: 0.666
Ep  680/3000 | Score:      0 | Pieces:  18 | Lines:   0 | Loss: 2217.3286 | ε: 0.661
Ep  690/3000 | Score:      0 | Pieces:  13 | Lines:   0 | Loss: 2276.6909 | ε: 0.656
Ep  700/3000 | Score:      0 | Pieces:  16 | Lines:   0 | Loss: 2206.6073 | ε: 0.651
Ep  710/3000 | Score:      0 | Pieces:  13 | Lines:   0 | Loss: 2365.4161 | ε: 0.646
Ep  720/3000 | Score:      0 | Pieces:  17 | Lines:   0 | Loss: 2073.1710 | ε: 0.641
Ep  730/3000 | Score:      0 | Pieces:  17 | Lines:   0 | Loss: 1901.8601 | ε: 0.636
Ep  740/3000 | Score:      0 | Pieces:  27 | Lines:   0 | Loss: 1833.3552 | ε: 0.631
Ep  750/3000 | Score:      0 | Pieces:  21 | Lines:   0 | Loss: 1714.0724 | ε: 0.626
Ep  760/3000 | Score:      0 | Pieces:  18 | Lines:   0 | Loss: 1666.1571 | ε: 0.621
Ep  770/3000 | Score:      0 | Pieces:  22 | Lines:   0 | Loss: 1500.6748 | ε: 0.616
Ep  780/3000 | Score:      0 | Pieces:  16 | Lines:   0 | Loss: 1543.5525 | ε: 0.611
Ep  790/3000 | Score:      0 | Pieces:  15 | Lines:   0 | Loss: 1570.2663 | ε: 0.606
Ep  800/3000 | Score:      0 | Pieces:  20 | Lines:   0 | Loss: 1473.9580 | ε: 0.601
Ep  810/3000 | Score:      0 | Pieces:  24 | Lines:   0 | Loss: 1477.5697 | ε: 0.596
Ep  820/3000 | Score:      0 | Pieces:  22 | Lines:   0 | Loss: 1325.6689 | ε: 0.591
Ep  830/3000 | Score:      0 | Pieces:  19 | Lines:   0 | Loss: 1637.3613 | ε: 0.586
Ep  840/3000 | Score:      0 | Pieces:  22 | Lines:   0 | Loss: 1377.3044 | ε: 0.581
Ep  850/3000 | Score:      0 | Pieces:  22 | Lines:   0 | Loss: 1222.9625 | ε: 0.576
New best score: 41 (< 1000, chưa lưu file)
Ep  860/3000 | Score:      0 | Pieces:  31 | Lines:   0 | Loss: 1063.8368 | ε: 0.571
Ep  870/3000 | Score:      0 | Pieces:  23 | Lines:   0 | Loss: 902.0110 | ε: 0.566
Ep  880/3000 | Score:      0 | Pieces:  29 | Lines:   0 | Loss: 1166.1846 | ε: 0.561
Ep  890/3000 | Score:     11 | Pieces:  33 | Lines:   1 | Loss: 809.5208 | ε: 0.556
Ep  900/3000 | Score:      0 | Pieces:  19 | Lines:   0 | Loss: 843.1678 | ε: 0.551
Ep  910/3000 | Score:     11 | Pieces:  25 | Lines:   1 | Loss: 835.9656 | ε: 0.546
Ep  920/3000 | Score:      0 | Pieces:  19 | Lines:   0 | Loss: 753.4718 | ε: 0.541
Ep  930/3000 | Score:      0 | Pieces:  27 | Lines:   0 | Loss: 707.6626 | ε: 0.536
Ep  940/3000 | Score:      0 | Pieces:  33 | Lines:   0 | Loss: 734.2462 | ε: 0.531
Ep  950/3000 | Score:      0 | Pieces:  18 | Lines:   0 | Loss: 844.7848 | ε: 0.526
Ep  960/3000 | Score:     11 | Pieces:  29 | Lines:   1 | Loss: 804.7001 | ε: 0.521
Ep  970/3000 | Score:      0 | Pieces:  24 | Lines:   0 | Loss: 884.8929 | ε: 0.516
Ep  980/3000 | Score:      0 | Pieces:  19 | Lines:   0 | Loss: 781.1947 | ε: 0.511
Ep  990/3000 | Score:      0 | Pieces:  17 | Lines:   0 | Loss: 684.4433 | ε: 0.506
Ep 1000/3000 | Score:      0 | Pieces:  20 | Lines:   0 | Loss: 683.9082 | ε: 0.501
Ep 1010/3000 | Score:     41 | Pieces:  29 | Lines:   2 | Loss: 630.0131 | ε: 0.496
Ep 1020/3000 | Score:      0 | Pieces:  15 | Lines:   0 | Loss: 625.6774 | ε: 0.491
Ep 1030/3000 | Score:      0 | Pieces:  25 | Lines:   0 | Loss: 495.8027 | ε: 0.486
Ep 1040/3000 | Score:      0 | Pieces:  21 | Lines:   0 | Loss: 494.6151 | ε: 0.481
Ep 1050/3000 | Score:      0 | Pieces:  18 | Lines:   0 | Loss: 541.4403 | ε: 0.476
Ep 1060/3000 | Score:      0 | Pieces:  30 | Lines:   0 | Loss: 622.2844 | ε: 0.471
Ep 1070/3000 | Score:      0 | Pieces:  20 | Lines:   0 | Loss: 569.3037 | ε: 0.466
Ep 1080/3000 | Score:      0 | Pieces:  20 | Lines:   0 | Loss: 475.8162 | ε: 0.461
Ep 1090/3000 | Score:      0 | Pieces:  23 | Lines:   0 | Loss: 578.1337 | ε: 0.456
Ep 1100/3000 | Score:      0 | Pieces:  30 | Lines:   0 | Loss: 544.3353 | ε: 0.451
Ep 1110/3000 | Score:      0 | Pieces:  20 | Lines:   0 | Loss: 593.5773 | ε: 0.446
Ep 1120/3000 | Score:      0 | Pieces:  21 | Lines:   0 | Loss: 570.2966 | ε: 0.441
Ep 1130/3000 | Score:      0 | Pieces:  22 | Lines:   0 | Loss: 533.4220 | ε: 0.436
Ep 1140/3000 | Score:      0 | Pieces:  32 | Lines:   0 | Loss: 454.4371 | ε: 0.431
Ep 1150/3000 | Score:      0 | Pieces:  23 | Lines:   0 | Loss: 399.5041 | ε: 0.426
Ep 1160/3000 | Score:      0 | Pieces:  19 | Lines:   0 | Loss: 472.3125 | ε: 0.421
Ep 1170/3000 | Score:      0 | Pieces:  27 | Lines:   0 | Loss: 423.2697 | ε: 0.416
Ep 1180/3000 | Score:      0 | Pieces:  18 | Lines:   0 | Loss: 496.4848 | ε: 0.411
Ep 1190/3000 | Score:      0 | Pieces:  20 | Lines:   0 | Loss: 453.5551 | ε: 0.406
Ep 1200/3000 | Score:      0 | Pieces:  14 | Lines:   0 | Loss: 409.5683 | ε: 0.401
Ep 1210/3000 | Score:      0 | Pieces:  21 | Lines:   0 | Loss: 402.2502 | ε: 0.396
Ep 1220/3000 | Score:      0 | Pieces:  18 | Lines:   0 | Loss: 548.3677 | ε: 0.391
Ep 1230/3000 | Score:      0 | Pieces:  18 | Lines:   0 | Loss: 432.2934 | ε: 0.386
Ep 1240/3000 | Score:      0 | Pieces:  22 | Lines:   0 | Loss: 428.9145 | ε: 0.381
New best score: 52 (< 1000, chưa lưu file)
Ep 1250/3000 | Score:      0 | Pieces:  21 | Lines:   0 | Loss: 469.1571 | ε: 0.376
Ep 1260/3000 | Score:      0 | Pieces:  19 | Lines:   0 | Loss: 430.6438 | ε: 0.371
Ep 1270/3000 | Score:      0 | Pieces:  25 | Lines:   0 | Loss: 361.5734 | ε: 0.366
Ep 1280/3000 | Score:      0 | Pieces:  16 | Lines:   0 | Loss: 329.9107 | ε: 0.361
Ep 1290/3000 | Score:      0 | Pieces:  21 | Lines:   0 | Loss: 340.3233 | ε: 0.356
Ep 1300/3000 | Score:      0 | Pieces:  18 | Lines:   0 | Loss: 375.5080 | ε: 0.351
New best score: 77 (< 1000, chưa lưu file)
Ep 1310/3000 | Score:     52 | Pieces:  39 | Lines:   3 | Loss: 314.0580 | ε: 0.346
Ep 1320/3000 | Score:     22 | Pieces:  24 | Lines:   2 | Loss: 281.7049 | ε: 0.341
New best score: 202 (< 1000, chưa lưu file)
Ep 1330/3000 | Score:      0 | Pieces:  20 | Lines:   0 | Loss: 284.2050 | ε: 0.336
Ep 1340/3000 | Score:      0 | Pieces:  23 | Lines:   0 | Loss: 283.2965 | ε: 0.331
Ep 1350/3000 | Score:      0 | Pieces:  28 | Lines:   0 | Loss: 270.6732 | ε: 0.326
Ep 1360/3000 | Score:     22 | Pieces:  34 | Lines:   2 | Loss: 276.0373 | ε: 0.321
Ep 1370/3000 | Score:     22 | Pieces:  39 | Lines:   2 | Loss: 356.1533 | ε: 0.316
Ep 1380/3000 | Score:     52 | Pieces:  41 | Lines:   3 | Loss: 360.0110 | ε: 0.311
Ep 1390/3000 | Score:     22 | Pieces:  30 | Lines:   2 | Loss: 267.0929 | ε: 0.306
New best score: 257 (< 1000, chưa lưu file)
Ep 1400/3000 | Score:      0 | Pieces:  35 | Lines:   0 | Loss: 262.2682 | ε: 0.301
Ep 1410/3000 | Score:     52 | Pieces:  33 | Lines:   3 | Loss: 227.6599 | ε: 0.296
Ep 1420/3000 | Score:     52 | Pieces:  32 | Lines:   3 | Loss: 230.2412 | ε: 0.291
Ep 1430/3000 | Score:     33 | Pieces:  38 | Lines:   3 | Loss: 211.0902 | ε: 0.286
Ep 1440/3000 | Score:     74 | Pieces:  51 | Lines:   5 | Loss: 227.6152 | ε: 0.281
Ep 1450/3000 | Score:     99 | Pieces:  54 | Lines:   9 | Loss: 241.7810 | ε: 0.276
Ep 1460/3000 | Score:     96 | Pieces:  49 | Lines:   7 | Loss: 239.9642 | ε: 0.271
Ep 1470/3000 | Score:     96 | Pieces:  51 | Lines:   7 | Loss: 308.2920 | ε: 0.266
Ep 1480/3000 | Score:     55 | Pieces:  43 | Lines:   5 | Loss: 269.7079 | ε: 0.261
Ep 1490/3000 | Score:     22 | Pieces:  32 | Lines:   2 | Loss: 275.6669 | ε: 0.256
Ep 1500/3000 | Score:     33 | Pieces:  38 | Lines:   3 | Loss: 276.2519 | ε: 0.251
Ep 1510/3000 | Score:    162 | Pieces:  67 | Lines:  13 | Loss: 287.6949 | ε: 0.246
Ep 1520/3000 | Score:    118 | Pieces:  59 | Lines:   9 | Loss: 324.9735 | ε: 0.241
Ep 1530/3000 | Score:    126 | Pieces:  54 | Lines:   8 | Loss: 286.5283 | ε: 0.236
New best score: 310 (< 1000, chưa lưu file)
Ep 1540/3000 | Score:     93 | Pieces:  36 | Lines:   5 | Loss: 264.6868 | ε: 0.231
Ep 1550/3000 | Score:     11 | Pieces:  30 | Lines:   1 | Loss: 270.2262 | ε: 0.226
New best score: 332 (< 1000, chưa lưu file)
Ep 1560/3000 | Score:     22 | Pieces:  39 | Lines:   2 | Loss: 237.7841 | ε: 0.221
Ep 1570/3000 | Score:    263 | Pieces:  74 | Lines:  17 | Loss: 289.8397 | ε: 0.216
New best score: 538 (< 1000, chưa lưu file)
Ep 1580/3000 | Score:     88 | Pieces:  54 | Lines:   8 | Loss: 250.8337 | ε: 0.211
Ep 1590/3000 | Score:     55 | Pieces:  45 | Lines:   5 | Loss: 263.9700 | ε: 0.206
Ep 1600/3000 | Score:    118 | Pieces:  56 | Lines:   9 | Loss: 309.0906 | ε: 0.201
Ep 1610/3000 | Score:    187 | Pieces:  58 | Lines:  10 | Loss: 276.2510 | ε: 0.196
Ep 1620/3000 | Score:    195 | Pieces:  75 | Lines:  16 | Loss: 252.3616 | ε: 0.191
Ep 1630/3000 | Score:    129 | Pieces:  61 | Lines:  10 | Loss: 239.7722 | ε: 0.186
Ep 1640/3000 | Score:    121 | Pieces:  59 | Lines:  11 | Loss: 217.3633 | ε: 0.181
Ep 1650/3000 | Score:    255 | Pieces:  74 | Lines:  18 | Loss: 252.6217 | ε: 0.176
Ep 1660/3000 | Score:    107 | Pieces:  56 | Lines:   8 | Loss: 287.2995 | ε: 0.171
Ep 1670/3000 | Score:    305 | Pieces:  83 | Lines:  19 | Loss: 263.5666 | ε: 0.166
Ep 1680/3000 | Score:    502 | Pieces: 130 | Lines:  37 | Loss: 297.5132 | ε: 0.161
Ep 1690/3000 | Score:     66 | Pieces:  48 | Lines:   6 | Loss: 213.6380 | ε: 0.156
Ep 1700/3000 | Score:     55 | Pieces:  46 | Lines:   5 | Loss: 250.4854 | ε: 0.151
Ep 1710/3000 | Score:    381 | Pieces: 103 | Lines:  26 | Loss: 211.8719 | ε: 0.146
Ep 1720/3000 | Score:    173 | Pieces:  72 | Lines:  14 | Loss: 228.5345 | ε: 0.141
Ep 1730/3000 | Score:    173 | Pieces:  71 | Lines:  14 | Loss: 241.8034 | ε: 0.136
New best score: 642 (< 1000, chưa lưu file)
Ep 1740/3000 | Score:     33 | Pieces:  41 | Lines:   3 | Loss: 193.7336 | ε: 0.131
Ep 1750/3000 | Score:    242 | Pieces:  91 | Lines:  22 | Loss: 215.5291 | ε: 0.126
Ep 1760/3000 | Score:    288 | Pieces:  91 | Lines:  21 | Loss: 214.2164 | ε: 0.121
New best score: 678 (< 1000, chưa lưu file)
Ep 1770/3000 | Score:    351 | Pieces: 103 | Lines:  25 | Loss: 226.8037 | ε: 0.116
Ep 1780/3000 | Score:    280 | Pieces:  93 | Lines:  22 | Loss: 224.0347 | ε: 0.111
Ep 1790/3000 | Score:    783 | Pieces: 168 | Lines:  52 | Loss: 255.7710 | ε: 0.106
New best score: 783 (< 1000, chưa lưu file)
New best score: 851 (< 1000, chưa lưu file)
Ep 1800/3000 | Score:    195 | Pieces:  77 | Lines:  16 | Loss: 197.6951 | ε: 0.101
Ep 1810/3000 | Score:    487 | Pieces: 115 | Lines:  32 | Loss: 218.3248 | ε: 0.096
Ep 1820/3000 | Score:     88 | Pieces:  58 | Lines:   8 | Loss: 196.5031 | ε: 0.091
New best score: 897 (< 1000, chưa lưu file)
Ep 1830/3000 | Score:    593 | Pieces: 137 | Lines:  40 | Loss: 217.7900 | ε: 0.086
Ep 1840/3000 | Score:    545 | Pieces: 133 | Lines:  39 | Loss: 289.8564 | ε: 0.081
New best score: 1076 - saving model!
Ep 1850/3000 | Score:    494 | Pieces: 130 | Lines:  38 | Loss: 188.4982 | ε: 0.076
Ep 1860/3000 | Score:    280 | Pieces:  91 | Lines:  22 | Loss: 205.2158 | ε: 0.071
New best score: 1200 - saving model!
  (đã xóa bản cũ: tetris_best_1076.pth)
Ep 1870/3000 | Score:    681 | Pieces: 174 | Lines:  55 | Loss: 229.0174 | ε: 0.066
New best score: 1233 - saving model!
  (đã xóa bản cũ: tetris_best_1200.pth)
Ep 1880/3000 | Score:   1386 | Pieces: 271 | Lines:  93 | Loss: 271.8464 | ε: 0.061
New best score: 1386 - saving model!
  (đã xóa bản cũ: tetris_best_1233.pth)
New best score: 1390 - saving model!
  (đã xóa bản cũ: tetris_best_1386.pth)
New best score: 2029 - saving model!
  (đã xóa bản cũ: tetris_best_1390.pth)
Ep 1890/3000 | Score:   1949 | Pieces: 350 | Lines: 125 | Loss: 201.0268 | ε: 0.056
New best score: 2130 - saving model!
  (đã xóa bản cũ: tetris_best_2029.pth)
New best score: 2395 - saving model!
  (đã xóa bản cũ: tetris_best_2130.pth)
Ep 1900/3000 | Score:   1801 | Pieces: 337 | Lines: 122 | Loss: 203.9748 | ε: 0.051
New best score: 3202 - saving model!
  (đã xóa bản cũ: tetris_best_2395.pth)
Ep 1910/3000 | Score:    867 | Pieces: 141 | Lines:  42 | Loss: 239.7683 | ε: 0.046
Ep 1920/3000 | Score:   1413 | Pieces: 247 | Lines:  85 | Loss: 217.2925 | ε: 0.041
New best score: 3689 - saving model!
  (đã xóa bản cũ: tetris_best_3202.pth)
Ep 1930/3000 | Score:    137 | Pieces:  55 | Lines:   9 | Loss: 324.4025 | ε: 0.036
Ep 1940/3000 | Score:    497 | Pieces: 101 | Lines:  26 | Loss: 453.2466 | ε: 0.031
Ep 1950/3000 | Score:    170 | Pieces:  66 | Lines:  12 | Loss: 386.3926 | ε: 0.026
Ep 1960/3000 | Score:     74 | Pieces:  52 | Lines:   5 | Loss: 492.5783 | ε: 0.021
Ep 1970/3000 | Score:      0 | Pieces:  34 | Lines:   0 | Loss: 494.0421 | ε: 0.016
Ep 1980/3000 | Score:    104 | Pieces:  46 | Lines:   6 | Loss: 361.6927 | ε: 0.011
Ep 1990/3000 | Score:    102 | Pieces:  50 | Lines:   4 | Loss: 521.8069 | ε: 0.006
New best score: 8816 - saving model!
  (đã xóa bản cũ: tetris_best_3689.pth)
Ep 2000/3000 | Score:     44 | Pieces:  44 | Lines:   4 | Loss: 453.8035 | ε: 0.001
Ep 2010/3000 | Score:    249 | Pieces:  60 | Lines:  14 | Loss: 469.8240 | ε: 0.001
Ep 2020/3000 | Score:  23995 | Pieces: 3027 | Lines: 1199 | Loss: 642.0340 | ε: 0.001
New best score: 23995 - saving model!
  (đã xóa bản cũ: tetris_best_8816.pth)
New best score: 101193 - saving model!
  (đã xóa bản cũ: tetris_best_23995.pth)
Ep 2030/3000 | Score:     41 | Pieces:  37 | Lines:   2 | Loss: 608.5254 | ε: 0.001
Ep 2040/3000 | Score:      0 | Pieces:  33 | Lines:   0 | Loss: 503.6552 | ε: 0.001
Ep 2050/3000 | Score:      0 | Pieces:  17 | Lines:   0 | Loss: 536.2148 | ε: 0.001
Ep 2060/3000 | Score:      0 | Pieces:  28 | Lines:   0 | Loss: 524.5686 | ε: 0.001
Ep 2070/3000 | Score:      0 | Pieces:  24 | Lines:   0 | Loss: 711.7961 | ε: 0.001
Ep 2080/3000 | Score:     11 | Pieces:  34 | Lines:   1 | Loss: 539.7017 | ε: 0.001
Ep 2090/3000 | Score:     41 | Pieces:  43 | Lines:   2 | Loss: 412.4484 | ε: 0.001
Ep 2100/3000 | Score:     22 | Pieces:  40 | Lines:   2 | Loss: 587.5126 | ε: 0.001
Ep 2110/3000 | Score:  31240 | Pieces: 3785 | Lines: 1502 | Loss: 725.0850 | ε: 0.001
Ep 2120/3000 | Score:   1014 | Pieces: 193 | Lines:  61 | Loss: 692.6998 | ε: 0.001
Ep 2130/3000 | Score:     55 | Pieces:  50 | Lines:   5 | Loss: 418.2696 | ε: 0.001
Ep 2140/3000 | Score:   1185 | Pieces: 178 | Lines:  57 | Loss: 620.9175 | ε: 0.001
Ep 2150/3000 | Score:    963 | Pieces: 158 | Lines:  49 | Loss: 382.6919 | ε: 0.001
Ep 2160/3000 | Score:   4193 | Pieces: 528 | Lines: 197 | Loss: 637.0409 | ε: 0.001
New best score: 135194 - saving model!
  (đã xóa bản cũ: tetris_best_101193.pth)
Ep 2170/3000 | Score:   6387 | Pieces: 770 | Lines: 296 | Loss: 757.2454 | ε: 0.001
New best score: 167285 - saving model!
  (đã xóa bản cũ: tetris_best_135194.pth)
New best score: 570309 - saving model!
  (đã xóa bản cũ: tetris_best_167285.pth)
Ep 2180/3000 | Score:   4659 | Pieces: 527 | Lines: 195 | Loss: 452.7269 | ε: 0.001
Ep 2190/3000 | Score:      0 | Pieces:  40 | Lines:   0 | Loss: 237.9944 | ε: 0.001
Ep 2200/3000 | Score:     77 | Pieces:  54 | Lines:   7 | Loss: 415.8379 | ε: 0.001
Ep 2210/3000 | Score:      0 | Pieces:  42 | Lines:   0 | Loss: 280.2739 | ε: 0.001
Ep 2220/3000 | Score:      0 | Pieces:  30 | Lines:   0 | Loss: 440.0414 | ε: 0.001
Ep 2230/3000 | Score:     41 | Pieces:  33 | Lines:   2 | Loss: 475.4379 | ε: 0.001
Ep 2240/3000 | Score:      0 | Pieces:  30 | Lines:   0 | Loss: 556.9511 | ε: 0.001
Ep 2250/3000 | Score:     63 | Pieces:  48 | Lines:   4 | Loss: 478.4205 | ε: 0.001
Ep 2260/3000 | Score:     85 | Pieces:  50 | Lines:   6 | Loss: 690.3458 | ε: 0.001
Ep 2270/3000 | Score:     22 | Pieces:  43 | Lines:   2 | Loss: 910.0977 | ε: 0.001
Ep 2280/3000 | Score:   1476 | Pieces: 200 | Lines:  64 | Loss: 679.0267 | ε: 0.001
Ep 2290/3000 | Score:      0 | Pieces:  36 | Lines:   0 | Loss: 833.7094 | ε: 0.001
Ep 2300/3000 | Score:   9060 | Pieces: 1155 | Lines: 450 | Loss: 1034.5538 | ε: 0.001
Ep 2310/3000 | Score:   7717 | Pieces: 953 | Lines: 370 | Loss: 586.2715 | ε: 0.001
Ep 2320/3000 | Score:      0 | Pieces:  31 | Lines:   0 | Loss: 516.1960 | ε: 0.001
Ep 2330/3000 | Score:     91 | Pieces:  45 | Lines:   3 | Loss: 386.4443 | ε: 0.001
Ep 2340/3000 | Score:     63 | Pieces:  45 | Lines:   4 | Loss: 649.9559 | ε: 0.001
Ep 2350/3000 | Score:      0 | Pieces:  38 | Lines:   0 | Loss: 444.4749 | ε: 0.001
Ep 2360/3000 | Score:      0 | Pieces:  36 | Lines:   0 | Loss: 883.1376 | ε: 0.001
Ep 2370/3000 | Score:      0 | Pieces:  36 | Lines:   0 | Loss: 1044.3232 | ε: 0.001
Ep 2380/3000 | Score:      0 | Pieces:  35 | Lines:   0 | Loss: 858.7906 | ε: 0.001
